verse,label
It's a beautiful time. I love my friends. I love my family. I love people. The human rac,1
Free from being held back by public opinion,1
I'm happy and free and proud and confident. I'm not crazy. I'm f,1
I'm proud as an entrepreneur that I gave everything I had to my dreams,1
I wrote Saint Pablo after admitting to my greatest shame my personal debt. But I'm not ashamed anym,1
No slave mindset no more. I'm free. I'm free. I'm f,1
I'm not crazy I'm f,1
People ask why I speak in a public forum... Well my voice is my power. Freedom of speech. Freedom of opinion. Freedom of dreams,1
We need to see Young Thug at the Grammys. Not just me and Jay in a su,1
First order of business. We the people need to see Future at the Grammys,1
and always remember that rock and roll was stolen and don't try to hide behind Jimmy Jam and Terry Lewis 😭😭😭 all positive vibes,1
Us real music guys wanna have fun ,1
Neil please reach out as soon as possible so we can make the Grammys culturally relevant again,1
All artists have a problem with it and I am going to fix it for us all starting right n,1
Has anyone at the Grammys ever heard March Madness??? Yes I have a problem with the Grammys,1
You like your black people a certain way also. You wouldn't have Future perform and that man owned the clubs last summ,1
You guys are supposed to be all about tas,1
Dexter didn't feel he even had a chance of winning and he was right!!!,1
Everybody with any form of taste knows that was the best video of the year!,1
I don't want to just fix the awards for me but I want to fix it for Dexter Navy who directed A$AP Rocky’s LSD vid,1
If I'm not at the show next year then there is no sh,1
Hi Grammys this is the most important living artist talkin,1
I feel the Grammy awarding system is way off and completely out of touch,1
I don't give opinions because they are commonly agreed upon. I say what I f,1
We need to fix this,1
I know so many cool artists whose hearts have been broken by the politics including min,1
I think the Grammys are super important!!!,1
I would like to sit down with Neil Portnow right n,1
I really didn’t mean to use the B word tonight … all positive vibes,1
God bless the fools … all positive vibes!,1
Ezrin I truly feel sorry for your friends and family that they have had to suffer an idiot like you for so many years…,1
Welcome to pop culture!!!,1
I made Dark Fantasy and Watch the Throne in one year and wasn’t nominated for either and you know who has 2 albums of the yea,1
Rock and Roll was stolen… Rap was exploited…,1
it’s guys like you that run companies and don’t invest in Ye even if I’m your kid’s idol!!!,1
Bob please never speak in public again… you are everything that is wrong with the old guard …,1
"Bro you said Macklemore was more important musically than me… no offense to Macklemore, he’s a nice human being!",1
I’m so sorry for them… I will send them free Yeezys to make up for the embarrassment that you have caused your family!,1
Your kids are ashamed of their dad… Sorry for speaking about kids… but could you imagine if you were Bob Ezrin’s kids…,1
Do something relevant… Please don’t speak on me bro ever again!!!,1
I’m tired of old people that have no connection with anything trying to comment on music!,1
What the fuck does he know about rap…,1
Has anybody ever heard of Bob Ezrin???,1
If you are an entrepreneur you may have debt and lawsuits #facts,1
new song with my brothers French Montana and Nas https://t.co/yFmyJW4zD6 https://t.co/BWHFcPfk,1
My Heart https://t.co/Yt11QcelpN,1
Loving this mood for SEASON 4 https://t.co/HIq32PbMoc,1
Feels good to be home https://t.co/rhKN9xaC1F,1
"Drake would come by and just help, no strings. Future also came by to write. We all got new shit together that's gonna drop soon",1
I wanna thank my brother Drizzy for helping me on 30 Hours & Father Stretch My Hands,1
Season 4 begins. Première Vision https://t.co/LAlvRnlUgG,1
My number one enemy has been my ego… there is only one throne and that’s God's …,1
In rap we have been developing a brotherhood…,1
There is so much positive energy right now … Let’s stay on this Ultra Light Beam…,1
A wise man should be humble enough to admit when he’s wrong and change his mind based on new information…,1
Some rappers got the club … Some got the radio… some got the conscience…some got the streets… Everybody has something they do the best…,1
every rapper is somebody’s favorite…,1
that statement has’t been sitting well with me… That’s a dated mentality ... I’m not on that …,1
"Man, I was thinking about when I commented on the idea of ""taking the rap throne” …",1
Just creating in a fun simple way with no politics…,1
Imagine if the people I named went to high school 2gthr and had a project to do for school…,1
all with one purpose of creating beautiful product that can be attainable by everyone…,1
"A dream of mine would be to do a project where I work side by side with Raf Simmons, Helmut Lang, Vanessa Beecroft and Martin Margiela",1
Stream THE LIFE OF PABLO on https://t.co/shjFIS65Ia,1
Hey Nicolas Ghesquiere I grew up on Tron too… Let’s be best friends!!!,1
I’d rather teachers got paid more and books cost less … #2020,1
We have to lower the price of textbooks…,1
Education puts Americans into debt before they even get a chance to get started…,1
Steve Jobs wanted to lower the cost of textbooks…,1
she’s giving everything she has to make sure her son has a better future…,1
"I mean, his mom has to work 2 days just to afford 1 book for her son …",1
Her son just got in a really good school and his textbooks are like $400 dollars each …,1
I have a friend who works really hard and makes $370 dollars a day…,1
All positive energy,1
so many people were inspired and that’s all I wanted…,1
MSG was amazing …,1
You let me dream without limits…,1
They provided resources for me to create… they supported me … I thank you so so much …,1
Adidas has really made all the difference …,1
Thank you Adidas for supporting my creative vision …,1
Pablo is full of joy and love because I was able to create…,1
I hope these words and this moment of truth can serve as some extra motivation to you…,1
"for anybody listening to Pablo now, working on a dream",1
so people laughed when I said I wanted to be able to take care of my family …,1
"but if you don’t have your paper right, there's a chance that your family can be broken up",1
"when Sway was telling me what to do, I was in debt, and had a child…",1
"When Charlemagne was calling me ""donkey of the day"" I was in deb",1
I can see the clouds separating …,1
I’m an artist… the definition of art - or at least my definition - is to be able to see the truth and then express ,1
I don’t have to be cool…,1
perhaps a fashion group will cover the 53 that I’ve invested over the past 13 years…,1
Perhaps Adidas will do some big Lebron style deal or …,1
my dreams brought me into debt and I’m close to seeing the light of day…,1
"this country was built off of dreamers … never give up on your dreams, bro…",1
"You can point fingers and laugh, but for all entrepreneurs with families ",1
I wanted the world to know my struggle…,1
Money doesn’t make me who I am…,1
You can’t control me or use the debt against me no more …,1
For the past 3 years people who knew about the debt tried to use it against me in negotiations …,1
only problem I got with Good Fridays is I got more songs than I got old pictures!!!! Lol!!!!,1
Also all Good Fridays songs will be on Tidal. Me and Kendrick got 40 songs and me and Young Thug got 40 songs. 40/40 club!!!,1
Please to all my friends fans and music lovers. Sign up to Tidal n,1
My album will never never never be on Apple. And it will never be for sale... You can only get it on Tida,1
This was made with love. Only God can judge me. So I only expect love back!!!,1
Shut the fuck up and enjoy the greatness,1
Aight then …,1
Don't tell me Lebron had a bad game. What yo jump shot look like???,1
The system is designed for colored people to fail and one of our only voices is music. One of our only ways out is music,1
I love love love white people but you don't understand what it means to be the great grandson of ex slaves and make it this fa,1
"To Pitchfork, Rolling Stone, New York Times, and any other white publication. Please do not comment on black music anym",1
Puff Daddy is the most important cultural figure in my life. His influence means everything to m,1
"Pitchfork, the album is a 30 out of 10",1
People wanted me to tweet again well here's some tweets!!!,1
and a balance art family perception friends family politics and the fucking manipulators,1
No matter what level you're at in life there is still a stru,1
but if the self proclaimed cockiest person in the world can lay his personal business on the line then please people see my hea,1
This is a God dream,1
I know I confuse you guys sometimes but please bare with m,1
I am ultra light beaming right now. So many people have called or emailed to help today hedge fund guys billionaires etc,1
I am of service to the world with my art and I just want to serve m,1
and I think the idea of being a celebrity a lot of times blocks the understanding of what my purpose is,1
There are people who support artist and philanthropis,1
"I could not have done the MSG without Adidas but world, what I'm telling you is that was just a small sketch for what I will bring you",1
Also for anyone that has money they know the first rule is to use other people's money,1
If I spent my money on my ideas I could not afford to take care of my family. I am in a place that so many artist end up,1
but I need access to more money in order to bring more beautiful ideas to the world,1
Yes I am personally rich and I can buy furs and houses for my family,1
I want to help the world and I need help to do it. I am an artist and I care about humanity,1
I just feel rich people are always too cool to ask for help trying to impress each other at dinner parties,1
"...on another note, can brah be the girl verson of bruh???",1
and yes there are misspellings on this chart… that’s how you know it’s m,1
All you guys had meetings with me and no one lifted a finger to help…,1
I promise I’m going to make the world dope…. all I do is make shit dope #facts…,1
if you want to help… help me…,1
you’d rather open up one school in Africa like you really helped the country…,1
All you dudes in San Fran play rap music in your homes but never help the real artists…,1
hey Larry Page I’m down for your help too …,1
Here is my Donda chart that I wrote 4 years ago that everyone laughed at… https://t.co/g1po6Z3H55,1
I know I can make the world a better place… I have done the impossible … I retook the throne of rap… I beat the fashion game…,1
and I will always respect you for that and the world will love you…,1
one of the coolest things you could ever do is to help me in my time of need,1
"Mark, I am publicly asking you for help…",1
I don’t have enough resources to create what I really can…,1
I’m this generation's Disney… I want to bring dope shit to the world…,1
"World, please tweet, FaceTime, Facebook, instagram, whatever you gotta do to get Mark to support me…",1
"You love hip hop, you love my art… I am your favorite artist but you watch me barely breathe and still play my album in your house …",1
Mark Zuckerberg I know it’s your bday but can you please call me by 2mrw…,1
I put Lowlights on my album just thinking about all the moms driving they kids to school then going to work…,1
Bars are worth more than money because it's something the people can use everyday to feel inspired,1
I know y'all tired of music controlled by money and perception. I'm proud of every dime of debt I ,1
All y'all so worried about being likable but only a few are concerned about being great!!!,1
"I am the Jordan and Steph Curry of music, meaning I'm the best of 2 generations",1
I made Dark Fantasy and Watch the Throne in one year and wasn't nominated for either ... I will have over 100 Grammys before I d,1
I made Dark Fantasy and Watch the Throne in one year and wasn't nominated for either ,1
I'm practicing my Grammy Speech. I'm not going to the Grammys unless they promise me the Album of the Year!!!,1
Tidal is also funding a lot of my scripted content ideas. It's a new day people. More Ultra Light Dreams to be realized,1
Man thank you so so so much everyone for signing up to Tidal. Tidal is now the number one app in the world!!! https://t.co/O3r9DkX03R,1
Please for all music lovers. Please subscribe to tidal!!! I decided not to sell my album for another week. Please subscribe to tida,1
Ima fix wolves,1
after realizing he is the greatest living artist and greatest artist of all tim,1
Mark Zuckerberg invest 1 billion dollars into Kanye West ideas,1
https://t.co/CGJ5PYLq67,1
They are calling me to the SNL stage now ... Speak soon,1
This is all all is fun all in good feelings... We will all be gone 100 years from now but what did we do to help while we were here!!!,1
I write this to you my brothers while still 53 million dollars in personal debt... Please pray we overcome... This is my true hea,1
Let's dance in the streets. I am consumed by my purpose to help the world,1
All memes are wrong... The Life of Paul... The life of Pablo... Ultralight beams... Moms dads daughters sons stand up,1
Please forgive the profanity and give hugs and blessings to my brother Kirk for standing by me... In a few hours the journey begins,1
He was saved from persecution due to his Roman citizenship... I have the right to speak my voic,1
He was a learned man not of the original sect so he was able to take the message to the rest of the world,1
Paul ... The most powerful messenger of the first century... Now we stand here 20 centuries later... Because he was a trav,1
.... awwwwww... https://t.co/TLXZhIEvmQ,1
Bosses https://t.co/aMzmmTcPQb,1
https://t.co/mOps0CD20f,1
Thank you my brother Ricardo https://t.co/qXHHrMDWQk,1
HAD TO ALL CAPS THIS!!!!!! NO MORE RULES…. MAKE YOUR OWN RULES… ok now back to finishing Pab,1
I’M SO HYPE RIGHT NOW EVERYTHING HAS CHANGED … HAVE YA’LL EVER SEEN TRON? THE END OF THE TRON WHERE EVERYTHING LIGHT UP!!!!,1
HAAAAAAAAAAAAAA FUCK ALL THE HATERS PUT YOUR MIUTHERFUCKING FIST IN THE SKY RIGHT NOW!!!!!!!!!!!!,1
and was there in full support to see me realize this dream…,1
and I’m proud of this picture with me and Caitlyn… She gave the most heart felt speech at my wedding https://t.co/vt76mwqfnH,1
I’ve given everything I had for this moment… a lot of people feel it’s the paradigm shift …,1
fashion ain’t no joke for me… It’s a way of life… creative expression and industry…,1
so many people didn’t make it and gave everything they had for me to stand on their shoulders and break through fashion…,1
Your site is entertaining and hilarious but certain things are just too far… you have no idea what I’ve had to go through …,1
"I’m a human being… I’m an artist, bro…",1
you probably got bootleg Yeezy’s on right now…,1
but Media Takeout couldn’t say one thing positive knowing damn well you’d love to be on the YEEZY 350 list…,1
people were crying… people were throwing up the fist… people were dancing…,1
I had an album listening and clothing presentation and Madison Square Garden…,1
respect the struggle… respect the hustle… respect the dreams… respect the movement…,1
You seem like the type of organization hired to always keep dreamers down… when certain things in history happen you just got to respect it…,1
Now - Media Takeout - always remember that you dissed the collection that changed the world,1
It’s Chance's fault the album not out yet… he really wanted Waves on that Bitch… we in the lab n,1
There would be no MSG without @iamdiddy my OG. He fought this war 15 years ago. Respect OG,1
You have supported me since the beginning and I'm so happy to call you my friend!!!,1
The boss: thank so much Anna for coming to my show!!! https://t.co/VAwzk0SDU,1
The album is being mastered and will be out today… added on a couple of tracks… https://t.co/6lBxcd83N2,1
Now that the album is finally finished it’s back to Good Fridays. https://t.co/j5vq347xCC,1
I want to be the creative director of Hermes…,1
not just the famous people there but the kids the moms the dads the families that came to share this moment with us,1
9th It felt like a seen from The Warriors ALL GODS ALL GODS ALL GODS in the buildin,1
but you can see at Madison Square Garden that you can stop us,1
8th They want to control us with money and perception and mute the cultu,1
7th I miss that feeling so that’s what I want to help res,1
That’s why music is so fucking watered down right now I miss that DMX feelin,1
6th Stop trying to demonize real artist Stop trying to compromise a,1
I can’t be mad at Kanye because he made me famous! #FACTS,1
She was having dinner with one of our friends who’s name I will keep out of this and she told him,1
5th thing I’m not even gone take credit for the idea… it’s actually something Taylor came up with …,1
4th Bitch is an endearing term in hip hop like the word Nigga,1
3rd thing I called Taylor and had a hour long convo with her about the line and she thought it was funny and gave her blessings,1
2nd thing I asked my wife for her blessings and she was cool with ,1
First thing is I’m an artist and as an artist I will express how I feel with no censorship,1
I did not diss Taylor Swift and I’ve never dissed her…,1
Photos by Lukas Wassmann,1
https://t.co/v9JVM8AYVA,1
https://t.co/cbxo3ihLZ0,1
https://t.co/J0QHZ0Yzuh,1
https://t.co/FWU2q16ojQ,1
https://t.co/iB8QCukkH,1
https://t.co/PMoSpvDSr5,1
https://t.co/5segX6ECV9,1
https://t.co/323L5OAd,1
https://t.co/ohp0oxm6bJ,1
https://t.co/LPCRc1msnZ,1
https://t.co/spVqZEhAc6,1
https://t.co/6vlSHSlS3X,1
https://t.co/rtllTiL46S,1
https://t.co/m7XrXVbq1q,1
https://t.co/2rBncjo4Qz,1
https://t.co/QqPCgeOHT8,1
Another Cover https://t.co/WOwEmmmlHI,1
"Replay Season 3 on Tidal
https://t.co/fD96iOJxA",1
Cover by Peter De Potter https://t.co/wdQOHk6QBA,1
Family,1
Father Stretch My Hands.... I cried writing this.  I love my Dad https://t.co/bkbNnU0BEH,1
WE’RE RELEASING MORE TICKETS FOR TODAYS SHOW AT MADISON SQUARE GARDEN… https://t.co/BwvStxRTEC,1
Zine party with Jackie Nickerson Virgil Abloh Heron Preston #goodjobwillo https://t.co/GEKOfLzOZ1,1
Final track list for The Life Of Pablo https://t.co/PMH94MAAeJ,1
"YEEZY Season 3. 2/11 4PM ET. @TheGarden. Livestream for ALL on TIDAL.
https://t.co/flkoN5t26q",1
Please no one text me or ask me for anything till Monday,1
Seating https://t.co/xOJI2y0TvM,1
Season 3 invite https://t.co/lhVebPlTJd,1
https://t.co/9tu8KNy6iE,1
https://t.co/oM2GnAdgGc,1
in the booth https://t.co/Kpgs1qbV,1
Wow this is pretty cool ... good job NIKE team... Lebron is my brother https://t.co/QrzpkRwWAk,1
BILL COSBY INNOCENT !!!!!!!!!!,1
I'm sorry Michael Jordan I love and respect you. My beef was with Mark Parker. I respect you so much!,1
Now they know https://t.co/6c3OXYmkPG,1
Puma we gone give you your measly million dollars back!!! Never try to divide the family!!!,1
1000% there will never be a Kylie Puma anything. That's on my family! 1000% Kylie is on Yeezy team!!!,1
Material for Merch stand #goodjobwillo https://t.co/e7nMtSv0ej,1
Love love love love love my baby girl #lovemyfamily https://t.co/YacTKSyVFE,1
https://t.co/5666EixyVK,1
2017? https://t.co/hxdDMhHcr1,1
Season 4 I’m only working on kid’s clothing...full tim,1
That's the new album anybody who can figure out the title gets tickets to Season 3 and free Yeezys,1
@studio /final verses /new album title  T.L.O.P. https://t.co/yXKbFl9w6W,1
Location scouting for Zine party February 10th with @ Jackie Nickerson … #Goodjobwillow https://t.co/ff4OXU5f47,1
@ fitting https://t.co/5naqRxuy0U,1
@ fitting /shot by @asvpxrocky https://t.co/iGAeToTwly,1
@ fitting / wifeylook https://t.co/YCsIkrUHA,1
@ fitting @BrainaLaviena https://t.co/B11VW8Qcwx,1
@ fitting /@asaprocky https://t.co/QHeDGN4Zix,1
@ fitting / gloves https://t.co/jLcrdx1NN1,1
@fitting /knit https://t.co/Fgei1GglbU,1
@fitting. shearling fur side is too light. Need deeper color https://t.co/oKzbNNE5gq,1
@ fitting /waterproof 1050s https://t.co/M7LGLpnIJ1,1
@ fitting / 1050s https://t.co/X2C8zKLfKN,1
@fitting  /merch stands https://t.co/o563Y9tmCz,1
"I have to call @FloydMayweather and @LeoDicaprio, I spoke to @MikeTyson yesterday",1
@ fitting / wife outfit https://t.co/5E8F8UA4vp,1
@ fitting / knit https://t.co/dGpyfBkXoS,1
Season 2 Zine pronounced Zeen short for magazine.    A lot of people pronounce it wrong. https://t.co/jnmLFV3wZN,1
@ fitting https://t.co/dVS7sedQVH,1
"Tweet:
@ fitting https://t.co/lAbgmeUv4",1
SEASON 3 https://t.co/8T1uPQewkc,1
"Caught 10,000 retweets in half a second #facts",1
There may be a new secret album ,1
ALSO THANK YOU @FuckTyler FOR THE BEAT https://t.co/dyCBUtsWRx,1
THANK YOU GUYS KIMOJI IS NUMBER 1 ON THE APP STORE https://t.co/qjmsUYOzAp https://t.co/L0FBBgk9Gs,1
I held a few seats for stage design that may open up depending on Vanessa’s final layou,1
THANK YOU SO MUCH GUYS WE SOLD MADISON SQUARE GARDEN OUT IN 10 MINUTES!!!,1
"Madison Square Garden Album listening / Yeezy Season 3 presentation
Performance by Vanessa Beecroft
https://t.co/2mazeLxHN2",1
On February 11th these dreams come tru,1
It was always a dream to show my collection at Madison Square Garden,1
It was always a dream to have a listening party at Madison Square Garden,1
"Aye Billboard you could use the term “unauthorized"" but never refer to anything that me and Tyler do as fake out of respect to musicians…",1
@billboard … it’s not a fake cover… you seen it didn’t you… you know we shot it didn’t you…,1
Should this be a Rolling Stone cover? Yes or N,1
"I bet you this still becomes the cover though... Let's do another poll.....
#trollingston",1
ROLLING STONE SHOT BY TYLER THE CREATOR https://t.co/lOMtOdOE,1
So many musicians touch my life and made me who I am… I want to make something great to honor my idols…,1
this new album is ONE of the greatest albums not the greatest just one of …,1
"Out of respect for Q-Tip, Puff, Hov, Lauren, Pharcyde, Mary, Stevie, Michael, Hendrix, James, Pete Rock, Pac, Marvin…",1
Me and Wiz spoke yesterday. Great convo. All positiv,1
"SEASON 3 / WAVES / MADISON SQUARE GARDEN / INTERNATIONAL CINEMAS
https://t.co/6u1aPYUwQ8 https://t.co/SkEeTGgoMu",1
CONGRATULATIONS TO MY BROTHER VIRGIL ABLOH ON THE NEW BORN,1
God’s dream… Never speak on kids again… all love … all blessings…,1
I’m not into that kind of shit… I like pictures and videos Me and my wife got the kind of love that can turn exes into best friends,1
Exes can be mad but just know I never let them play with my ass… I don’t do that… I stay away from that area all togeth,1
I’m happy that I now know that KK means weed… please excuse the confusion … now back to #WAVES,1
Man it’s a sad a day… Wiz lost 2 million followers since I tweeted I didn’t mean to either him like tha,1
In the lab with Ian Connor by the way,1
The Devil can’t stop us,1
Ima take these down cause it’s all about positive energy blessings blessings positive energy blessings,1
Good energy positive energy,1
This album is actually a Gospel album,1
I love the world bottom line and all I want is peace and positive energy,1
What’s sad is I love Wiz and I love all all my brothers and all peop,1
#Waves https://t.co/Azig7aNYOu,1
#wifey #season3 https://t.co/Cn7qx5MbNk,1
Honor puff honor 50 honor q tip honor jay,1
I got this record niggas can't even play before 2 am,1
All respect to Andre Harrel and Max B #Waves,1
#Waves the album formally known as Swish 😭😭😭,1
#waves https://t.co/fyER7NH8DC,1
"New album title, WAVES",1
This is not album of the year. This is album of the lif,1
good fridays,1
So happy to be finished with the best album of all time https://t.co/JBWa8OWvq,1
Uncle Larry is with us in the lab https://t.co/FCRiOtrZP1,1
#unclelarry https://t.co/xeqX9NbXyQ,1
"We just wanna thank Madlib for these 6 beat CDs he sent over
#scary https://t.co/rSKnOH5s9b",1
squad https://t.co/WVYnjNtdRA,1
squad https://t.co/wdOKb4bJt1,1
Had to do it https://t.co/jsEPvnjKB8,1
The monster https://t.co/N1F3QFmRws,1
😢 https://t.co/cDbAdPamwO,1
I told my wife... #whichonelookbetter #allmattedout #newgrillcomingsoonallchrome #blessed https://t.co/hpTOCBSlED,1
A message from Yasiin Bey https://t.co/Mf6apCqn2D,1
It's up https://t.co/w7zWdeVSV9,1
NO MORE PARTIES IN LA .........................very very extremely soon family https://t.co/C1R3oa0G2Z,1
I pray for his friends and family,1
"David Bowie was one of my most important inspirations, so fearless, so creative, he gave us magic for a lifetim",1
I have no interest in working with anyone who is too important or too good or too traditional to take a call at 3am,1
My idol. https://t.co/YGFrPhQmD,1
Swish February 11 16,1
No More Parties in LA featuring Kendrick Lamar intro produced by me/track by Madlib https://t.co/Mf6apCqn2D https://t.co/qNvP6yTTBq,1
Real Friends produced by me/sample by Frank Dukes and Boi 1da/drum programming by Hav,1
I hope you have a nice weekend,1
New version is up. Please please erase the old one I wasn’t satisfied with the sound quality,1
It will be back up shortly. When it’s back up all rippers please rip the new one instead,1
"Un momento, there was a slight distortion in the main loop within Real Friends",1
"Thank you GQ and to everyone who voted, it’s been an amazing year!!!
https://t.co/etgEotjaQi https://t.co/Zo9acGN4M2",1
Praying for my brother King Louie and his family,1
I’m so proud of my wife! This KIMOJI idea is so dope... https://t.co/fsWK5FOGTE,1
R.I.P. DJ TIMBUCK2. He was an amazing person and talent. My prayers go out to his family,1
no offense to anyone… I’m asking everyone DON’T ASK ME FOR ANYTHING TILL AFTER I’M FINISHED WITH MY ALBUM,1
I’m finishing my album and my next collection…,1
"Pusha T “King Push - Darkest Before Dawn: The Prelude"" Preorder
https://t.co/MrZOI4iVVu",1
"Kid Cudi ""Speedin' Bullet 2 Heaven"" https://t.co/HAHbYWDfMa",1
"Pusha T “Untouchable”, produced by Timbaland. https://t.co/I1rybEb6X",1
"…with my brothers Trav, Yasiin and Nabil https://t.co/KsB0igFQ06",1
Robert Zemeckis is a truly inventive filmmaker and captivating storyteller. He is one of my favorite directors of all tim,1
I just saw The Walk and it was truly inspiring! The Walk is a modern elegant masterpiec,1
"If a game is made for a 2 year old, just allow them to have fun and give the parents a break for Christ sak",1
That makes no sense!!! We give the iPad to our child and every 5 minutes there's a new purchase!!!,1
Fuck any game company that puts in-app purchases on kids games!!!,1
http://t.co/5hdjjgV5o3,1
Color http://t.co/0ZTDPK4M4A,1
http://t.co/kzaB65UaA7,1
Please: Do everything you possibly can in one lifetim,1
Maximum expression while I have air in my lungs,1
http://t.co/tB4mMBlG0,1
http://t.co/HlWD22AuiS,1
http://t.co/OitjAA3Vas,1
http://t.co/O8CJqRQFZO,1
http://t.co/ZQBS0seghd,1
http://t.co/GY9BabiUS3,1
http://t.co/3oglP4xbBF,1
http://t.co/zLGTpBYLga,1
http://t.co/JK8enCQOMU,1
http://t.co/8LjvbxMQnc,1
http://t.co/ppIEIe72fJ,1
http://t.co/Zm5drAzp09,1
http://t.co/Cj3qBUubL,1
http://t.co/47sjFXFIXS,1
http://t.co/82xFmk3,1
http://t.co/GwxWvhWTnA,1
http://t.co/Frxp3F2YkS,1
http://t.co/yya7D1l48,1
http://t.co/bABSVIBKRL,1
http://t.co/7R4IGWXO64,1
http://t.co/rxGPMByn0S,1
http://t.co/BlUO6GXOMG,1
http://t.co/3y8wIWSfXu,1
http://t.co/v3YFh6OudF,1
http://t.co/mzlcJo6irU,1
http://t.co/ZtrczR5jUm,1
http://t.co/8wHSskkpN8,1
http://t.co/iSMCwziQ6y,1
http://t.co/ezcZxxAFF2,1
http://t.co/DxN98Dpatx,1
http://t.co/NosaGi7pIH,1
"Richmond Heights OH
San Diego CA
San Jose CA
Seattle WA
Sterling Heights MI
Sydney Australia
Washington DC",1
"Mays Landing NJ
Melbourne Australia
Miami Beach FL
Minneapolis MN
New York NY
Orlando FL
Paris France
Philadelphia PA
Phoenix AZ",1
"Emeryville CA
Framingham MA
Frankfurt Germany
Hanover MD
Houston TX
Las Vegas NV
London UK
Los Angeles CA
Manchester CT
Manchester England",1
"Atlanta GA
Belfast Ireland
Berlin Germany
Birmingham UK
Cary NC
Chicago IL
Copenhagen Denmark
Dallas Tx
Denver CO
Dublin Ireland",1
Season 2 will be live streamed to theaters in the following cities,1
SEASON 2 http://t.co/8T1uPQewkc,1
"The Weeknd is one of my favorite artists and I was really excited to get to work with him on this song.
https://t.co/xICoiWyCnd",1
RODEO http://t.co/vqM96I29T8,1
http://t.co/AY7VS7WGxh,1
"My good friend Ellen @TheEllenShow just launched her clothing line, http://t.co/6jVO1gDzIH",1
My prayers go to Ingrid Sischy’s family … I will forever appreciate her sincerity … She was a super nice person. http://t.co/GajqVowxAH,1
Baptism http://t.co/YnHbme8Y6,1
DREAMS ARE WORTH MORE THAN MONEY http://t.co/Xp0N6rBKEs,1
Skateboard P is the God,1
"Beautiful song, incredibly shot.
https://t.co/Llv15T82NL",1
".@Tyga The Gold Album #DONDADESIGN
http://t.co/lIaUd9IAmY http://t.co/UYbXDhS4EJ",1
3500 http://t.co/0pTDcFb7dj,1
"Kim, I’m so happy to be married to the girl of my dreams… I love you and Nori so much!!! I would find you in any lifetim",1
http://t.co/n140cTEcxy,1
We promise to win,1
Thank you SAIC… This is my greatest honor to date and would have been my mother - Dr. West’s - proudest moment. http://t.co/UmbmkJDHhq,1
I might change it again but that’s the name n,1
I’m changing my album name to SWISH,1
The love of music is louder than words. http://t.co/dvYp0pl3An http://t.co/1B4edv3jR,1
New PAPER mag http://t.co/nU2dRO57SK,1
"Excited, humbled and motivated for the future. http://t.co/t5estPlR6",1
New Tyler https://t.co/2vNarGnL5I,1
VIC MENSA - U MAD featuring me http://t.co/Q0YFFn1JsP http://t.co/zcXB13D90L,1
"I want to steer clear of “opportunities"" and focus on dreams",1
Akira and There Will Be Blood are equally my 2 favorite movies of all tim,1
Even people who wanna go to heaven don’t wanna die to get there. https://t.co/UBzOzxcBXG,1
I really like this vid... https://t.co/T3bEuqHvgm,1
CODES http://t.co/GllW9Z3k3S,1
SUMMER LEAGUE!!! ME TY $ AND WALE http://t.co/ToLGm2h1rM,1
SEASON zine print edition available for free at the following locations http://t.co/ySwfZewefE,1
"KENDRICK IS AN INSPIRATION. THANK YOU FOR THE VIBRATIONS AND THE SPIRIT. YOUR MEANING, MESSAGE AND EXECUTION ARE GIFTS TO THE WORLD",1
I decided to make it the first official video featuring Theophilus Allan Kingdom and Paul McCartney http://t.co/jD2BnEzN5Z,1
I felt the Brits performance captured the energy of the record http://t.co/Mf6apCHYrd,1
Finally back in the studio… starting my day by listening to Kendrick’s new album!!! Thank you for the music and messaging!!!,1
SWISH!!!!!! http://t.co/07ZjyPi2dh,1
SWISH!!! http://t.co/QhEdqRIjb4,1
SWISH!!! http://t.co/phxpNGOb69,1
SWISH!!!! http://t.co/qEyDXcN8Xj,1
I’M SO LUCKY http://t.co/NyN0w5QCyB,1
CONGRATS BABY ON THE SHOW PREMIERE LAST NIGHT http://t.co/wDrVgwnqZj,1
CONGRATS BABY ON 30 MILLION TWITTER FOLLOWERS http://t.co/ev1g3MXxhG,1
I’M SO LUCKY http://t.co/8rB3T0Hl6b,1
http://t.co/eXkoz9gdcd #yeezyboostlaunch,1
YEEZY SEASON ONE - PHOTOGRAPHS BY JACKIE NICKERSON http://t.co/ySwfZewefE,1
"RT @LiveNationUK: TONIGHT: @kanyewest to play one off show @KOKOLondon. Over 18s only, doors 11pm, strictly 2 tickets per person http://t.c…",1
CyHi The Prynce freestyle on Westwood http://t.co/eEPVt2Jhv,1
"ALL DAY (feat. Theophilus London, Allan Kingdom & Paul McCartney) http://t.co/AOMo6EtEDT http://t.co/1xvft3175J http://t.co/LfasWNl679",1
"YOU ARE A LEGEND, A GREAT FRIEND, AND RESPECTFULLY EVEN THOUGH YOU WHITE ONE OF THE REALEST NIGGAS ALIVE",1
"THERE WOULD BE NO FIX, NO WATCH THE THRONE, NO COLLEGE DROPOUT, NO GOLD DIGGER WITHOUT YOU BRO!!!!",1
"HAPPY BDAY TO MY BROTHER MIKE DEAN, MIKE YOU’RE ONE OF THE GREATEST LIVING MUSICIANS IF NOT THE GREATES",1
So Help Me God http://t.co/e3UUsQQEts,1
New Album ,1
Yo so proud of my family Big Sean for his first number 1 album!!!! #Goodmusic!!!!,1
